Series Name,Series Code,Country Name,Country Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Population, female",SP.POP.TOTL.FE.IN,Grenada,GRD,52821,53164,53548,53939,54314,54665,54983,55287,55576,55853,..
"Population, female",SP.POP.TOTL.FE.IN,Guam,GUM,78597,78815,79087,79451,79934,80538,81252,82047,82858,83643,..
"Population, female",SP.POP.TOTL.FE.IN,Guatemala,GTM,7386480,7516771,7647888,7779044,7909392,8039125,8168449,8297605,8425530,8552130,..
"Population, female",SP.POP.TOTL.FE.IN,Guinea,GIN,5450929,5568785,5690062,5818608,5957128,6106627,6266010,6433224,6605171,6779558,..
"Population, female",SP.POP.TOTL.FE.IN,Guinea-Bissau,GNB,804636,825548,847112,869094,891313,913702,936281,959059,982054,1005303,..
"Population, female",SP.POP.TOTL.FE.IN,Guyana,GUY,378715,379930,381144,382395,383716,385101,386540,388008,389504,391010,..
"Population, female",SP.POP.TOTL.FE.IN,Haiti,HTI,5117317,5192578,5267506,5342001,5415970,5489355,5562083,5634138,5705483,5776088,..
"Population, female",SP.POP.TOTL.FE.IN,Heavily indebted poor countries (HIPC),HPC,322458787,331541196,340876212,350457783,360278753,370341386,380639799,391147790,401831117,412664816,..
"Population, female",SP.POP.TOTL.FE.IN,High income,HIC,583625458,586824901,590104786,593472488,596705596,599874103,602606966,605123010,607263564,609111672,..
"Population, female",SP.POP.TOTL.FE.IN,Honduras,HND,4249670,4329000,4407287,4485195,4563218,4641497,4719923,4798492,4877121,4955728,..
"Population, female",SP.POP.TOTL.FE.IN,"Hong Kong SAR, China",HKG,3756506,3808024,3832276,3867733,3909083,3941508,3978989,4018506,4056162,4049102,..
"Population, female",SP.POP.TOTL.FE.IN,Hungary,HUN,5239155,5210802,5194900,5179290,5165373,5148625,5133501,5125566,5121750,5108915,..
"Population, female",SP.POP.TOTL.FE.IN,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,Iceland,ISL,158355,159343,161042,163018,164840,167175,171121,175696,179525,182375,..
"Population, female",SP.POP.TOTL.FE.IN,IDA & IBRD total,IBT,2900426609,2939579489,2979108517,3018619612,3057985044,3097396105,3137055143,3175761712,3213714924,3250694446,..
"Population, female",SP.POP.TOTL.FE.IN,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,India,IND,599851346,607359892,614676458,621852998,628929060,635912563,642796257,649586703,656288184,662903415,..
"Population, female",SP.POP.TOTL.FE.IN,Indonesia,IDN,121616719,123270656,124949892,126618711,128250415,129835522,131378183,132882052,134355806,135805760,..
"Population, female",SP.POP.TOTL.FE.IN,"Iran, Islamic Rep.",IRN,37012837,37427003,37841907,38281566,38762065,39289457,39854902,40441309,41024003,41584547,..
"Population, female",SP.POP.TOTL.FE.IN,Iraq,IRQ,15204594,15778329,16401828,17018736,17588528,18097667,18558853,18989537,19417975,19864725,..
"Population, female",SP.POP.TOTL.FE.IN,Ireland,IRL,2306846,2319082,2333444,2352024,2374896,2401335,2426140,2454369,2486201,2515113,..
"Population, female",SP.POP.TOTL.FE.IN,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,Israel,ISR,3927993,3998134,4069967,4145229,4224621,4304840,4385803,4467882,4550763,4629378,..
"Population, female",SP.POP.TOTL.FE.IN,Italy,ITA,30647051,30716752,31053693,31315785,31262660,31188515,31121471,31042688,30667514,30558291,..
"Population, female",SP.POP.TOTL.FE.IN,Jamaica,JAM,1420363,1428546,1437226,1445931,1454324,1462325,1470007,1477400,1484557,1491520,..
"Population, female",SP.POP.TOTL.FE.IN,Japan,JPN,65322325,65232461,65150796,65075452,65016722,64951468,64853783,64731350,64605360,64395674,..
"Population, female",SP.POP.TOTL.FE.IN,Jordan,JOR,3762256,3978958,4196092,4397998,4573163,4717553,4833068,4921841,4988482,5037161,..
"Population, female",SP.POP.TOTL.FE.IN,Kazakhstan,KAZ,8550670,8669275,8792736,8920772,9049058,9174836,9296108,9414472,9532235,9652308,..
"Population, female",SP.POP.TOTL.FE.IN,Kenya,KEN,21737158,22321708,22912189,23504483,24095730,24684280,25271004,25858696,26451585,27052773,..
"Population, female",SP.POP.TOTL.FE.IN,Kiribati,KIR,53218,54067,54867,55647,56436,57251,58066,58904,59786,60702,..
"Population, female",SP.POP.TOTL.FE.IN,"Korea, Dem. People's Rep.",PRK,12615979,12678990,12742849,12806616,12869582,12931820,12993548,13054278,13113396,13170436,..
"Population, female",SP.POP.TOTL.FE.IN,"Korea, Rep.",KOR,24917629,25048343,25160944,25318368,25452787,25556626,25632820,25760422,25817405,25858715,..
"Population, female",SP.POP.TOTL.FE.IN,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,Kuwait,KWT,1335807,1408485,1476160,1534201,1579599,1610201,1627387,1636232,1644022,1656117,..
"Population, female",SP.POP.TOTL.FE.IN,Kyrgyz Republic,KGZ,2789416,2835593,2891331,2948851,3009509,3071223,3131308,3194586,3262337,3330985,..
"Population, female",SP.POP.TOTL.FE.IN,Lao PDR,LAO,3192854,3233528,3273473,3315124,3360147,3409178,3461499,3515875,3570428,3623762,..
"Population, female",SP.POP.TOTL.FE.IN,Late-demographic dividend,LTE,1085686046,1093456116,1101336379,1109043440,1116400021,1123696094,1131149513,1137484813,1142929237,1147184584,..
"Population, female",SP.POP.TOTL.FE.IN,Latin America & Caribbean,LCN,302444148,305833180,309199855,312518518,315783568,318990471,322134722,325196640,328271450,331289258,..
"Population, female",SP.POP.TOTL.FE.IN,Latin America & Caribbean (excluding high income),LAC,274306424,277375325,280442613,283537109,286674034,289868532,293101426,296313124,299420872,302366378,..
"Population, female",SP.POP.TOTL.FE.IN,Latin America & the Caribbean (IDA & IBRD countries),TLA,294358376,297754837,301124813,304455817,307737675,310967324,314145237,317270579,320342271,323359375,..
"Population, female",SP.POP.TOTL.FE.IN,Latvia,LVA,1116580,1102797,1090922,1080377,1071036,1060500,1050132,1040870,1032613,1025139,..
"Population, female",SP.POP.TOTL.FE.IN,Least developed countries: UN classification,LDC,430293469,440669094,451292797,462142984,473201675,484467201,495939053,507600624,519431482,531415790,..
"Population, female",SP.POP.TOTL.FE.IN,Lebanon,LBN,2565380,2737182,2928916,3106446,3244861,3337135,3390062,3409524,3406463,3389696,..
"Population, female",SP.POP.TOTL.FE.IN,Lesotho,LSO,1027842,1031206,1035656,1041000,1047082,1053896,1061370,1069278,1077323,1085302,..
"Population, female",SP.POP.TOTL.FE.IN,Liberia,LBR,2005232,2063459,2118813,2173342,2228589,2284705,2341202,2398322,2456258,2515138,..
"Population, female",SP.POP.TOTL.FE.IN,Libya,LBY,3064110,3089182,3112114,3137853,3169825,3209343,3255123,3304807,3354834,3402550,..
"Population, female",SP.POP.TOTL.FE.IN,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,Lithuania,LTU,1635290,1613861,1597355,1582988,1567189,1546111,1523077,1507005,1501699,1501199,..
"Population, female",SP.POP.TOTL.FE.IN,Low & middle income,LMY,2872987685,2911939121,2951304850,2990723654,3030092014,3069604657,3109447290,3148374683,3186494678,3223533079,..
"Population, female",SP.POP.TOTL.FE.IN,Low income,LIC,265176164,271997025,278882362,285934197,293229904,300783327,308581240,316639810,324971017,333577700,..
"Population, female",SP.POP.TOTL.FE.IN,Lower middle income,LMC,1434229983,1456355917,1478688265,1501071187,1523561385,1546086747,1568607139,1591113902,1613539076,1635881959,..
"Population, female",SP.POP.TOTL.FE.IN,Luxembourg,LUX,260360,266145,271788,277680,283726,289340,295911,301174,306733,312502,..
"Population, female",SP.POP.TOTL.FE.IN,"Macao SAR, China",MAC,286278,293154,300214,307020,313252,318789,323748,328312,332740,337242,..
"Population, female",SP.POP.TOTL.FE.IN,Madagascar,MDG,10911027,11211590,11517928,11831212,12152289,12481481,12818661,13163713,13516377,13876400,..
"Population, female",SP.POP.TOTL.FE.IN,Malawi,MWI,7598612,7817021,8039829,8266066,8495171,8726571,8960635,9198885,9443471,9695918,..
"Population, female",SP.POP.TOTL.FE.IN,Malaysia,MYS,13870044,14076071,14278481,14480879,14685798,14893934,15104343,15315852,15526625,15735185,..
"Population, female",SP.POP.TOTL.FE.IN,Maldives,MDV,170246,173599,177005,180346,183547,186567,189425,192177,194887,197614,..
"Population, female",SP.POP.TOTL.FE.IN,Mali,MLI,7762521,7993442,8227526,8468385,8718647,8979115,9249030,9527621,9813486,10105660,..
"Population, female",SP.POP.TOTL.FE.IN,Malta,MLT,209383,210896,213461,217382,222330,227271,233468,241701,251351,261869,..
"Population, female",SP.POP.TOTL.FE.IN,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,Mauritania,MRT,1798640,1851740,1906310,1962065,2018756,2076282,2134662,2193847,2253855,2314679,..
"Population, female",SP.POP.TOTL.FE.IN,Mauritius,MUS,631620,633399,634864,636163,637251,638052,639078,639954,640695,641234,..
"Population, female",SP.POP.TOTL.FE.IN,Mexico,MEX,59086044,59898832,60701892,61491303,62264080,63018020,63752823,64469963,65172136,65861267,..
"Population, female",SP.POP.TOTL.FE.IN,"Micronesia, Fed. Sts.",FSM,50937,51446,52122,52855,53543,54189,54793,55368,55944,56541,..
"Population, female",SP.POP.TOTL.FE.IN,Middle East & North Africa,MEA,190470235,194243295,198030509,201801704,205536024,209205773,212814637,216428633,220102343,223874467,..
"Population, female",SP.POP.TOTL.FE.IN,Middle East & North Africa (excluding high income),MNA,168155595,171192451,174257251,177348465,180465698,183598106,186740403,189932241,193192029,196537067,..
"Population, female",SP.POP.TOTL.FE.IN,Middle East & North Africa (IDA & IBRD countries),TMN,166242635,169231781,172249084,175292766,178362335,181446771,184545542,187680703,190882896,194169576,..
"Population, female",SP.POP.TOTL.FE.IN,Middle income,MIC,2607811521,2639942096,2672422488,2704789457,2736862110,2768821330,2800866050,2831734873,2861523661,2889955379,..
"Population, female",SP.POP.TOTL.FE.IN,Moldova,MDA,1484449,1484136,1483913,1483413,1472334,1456244,1432683,1409234,1387708,1365483,..
"Population, female",SP.POP.TOTL.FE.IN,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,Mongolia,MNG,1397297,1425659,1455446,1485885,1516358,1546658,1576728,1606333,1635234,1663253,..
"Population, female",SP.POP.TOTL.FE.IN,Montenegro,MNE,313736,313920,314182,314468,314622,314666,314683,314592,314469,314084,..
"Population, female",SP.POP.TOTL.FE.IN,Morocco,MAR,16609017,16826156,17046813,17269399,17492569,17715791,17938664,18160047,18378703,18593671,..
"Population, female",SP.POP.TOTL.FE.IN,Mozambique,MOZ,12511359,12852030,13204033,13569528,13949963,14346169,14757711,15183127,15620192,16067200,..
"Population, female",SP.POP.TOTL.FE.IN,Myanmar,MMR,26410740,26632792,26860456,27081937,27289147,27478828,27654918,27825150,28000756,28189604,..
"Population, female",SP.POP.TOTL.FE.IN,Namibia,NAM,1114054,1133400,1153085,1173378,1194451,1216363,1238996,1262189,1285662,1309233,..
"Population, female",SP.POP.TOTL.FE.IN,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,Nepal,NPL,13877399,14044548,14221340,14411527,14617070,14839974,15077724,15322093,15561762,15788373,..
"Population, female",SP.POP.TOTL.FE.IN,Netherlands,NLD,8401899,8431597,8455043,8483667,8518825,8560955,8607750,8653884,8706652,8751402,..
"Population, female",SP.POP.TOTL.FE.IN,New Caledonia,NCL,126179,128449,130720,132886,133218,133590,133988,134408,134837,135263,..
"Population, female",SP.POP.TOTL.FE.IN,New Zealand,NZL,2230453,2241928,2258608,2295996,2342960,2396121,2446845,2491356,2531675,2585329,..
"Population, female",SP.POP.TOTL.FE.IN,Nicaragua,NIC,2995158,3035243,3075329,3115567,3156054,3196840,3237844,3278831,3319519,3359705,..
"Population, female",SP.POP.TOTL.FE.IN,Niger,NER,8556418,8890161,9237798,9598588,9972036,10358188,10757444,11170022,11596258,12036471,..
"Population, female",SP.POP.TOTL.FE.IN,Nigeria,NGA,80445630,82609445,84829345,87099897,89416890,91778862,94185842,96636957,99131729,101669950,..
"Population, female",SP.POP.TOTL.FE.IN,North America,NAC,174963503,176264967,177503656,178811262,180095091,181448935,182682461,183796416,184806690,185591988,..
"Population, female",SP.POP.TOTL.FE.IN,North Macedonia,MKD,1029501,1030484,1031694,1033175,1034384,1035443,1036467,1037412,1037773,1035827,..
"Population, female",SP.POP.TOTL.FE.IN,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,Norway,NOR,2473069,2501872,2528608,2553889,2576388,2596542,2615346,2630707,2646723,2660602,..
"Population, female",SP.POP.TOTL.FE.IN,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,OECD members,OED,660859050,664888214,669078094,673446552,677759304,682126445,686184872,690048213,693344574,696269064,..
"Population, female",SP.POP.TOTL.FE.IN,Oman,OMN,1252026,1305847,1365279,1425908,1484395,1539787,1592566,1642702,1690544,1736392,..
"Population, female",SP.POP.TOTL.FE.IN,Other small states,OSS,12666421,12901346,13141161,13385287,13634104,13883518,14137436,14395696,14654784,14912902,..
"Population, female",SP.POP.TOTL.FE.IN,Pacific island small states,PSS,1055413,1068882,1082358,1096342,1111230,1127103,1143811,1161232,1179109,1197245,..
"Population, female",SP.POP.TOTL.FE.IN,Pakistan,PAK,88917077,90847991,92797250,94774652,96786262,98833941,100912342,103011525,105117736,107220324,..
"Population, female",SP.POP.TOTL.FE.IN,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,Panama,PAN,1844847,1877451,1910409,1943936,1978158,2013130,2048694,2084482,2120006,2154888,..
"Population, female",SP.POP.TOTL.FE.IN,Papua New Guinea,PNG,3668765,3745032,3820350,3896120,3973383,4052305,4132522,4213891,4296108,4378955,..
"Population, female",SP.POP.TOTL.FE.IN,Paraguay,PRY,3111467,3153912,3197206,3241014,3285105,3329476,3374176,3419020,3463751,3508170,..
"Population, female",SP.POP.TOTL.FE.IN,Peru,PER,14681706,14816488,14965316,15137234,15337374,15570375,15831044,16102678,16362221,16593240,..
"Population, female",SP.POP.TOTL.FE.IN,Philippines,PHL,47365188,48198297,49051547,49899689,50724446,51520471,52293623,53050171,53800550,54552260,..
"Population, female",SP.POP.TOTL.FE.IN,Poland,POL,19654134,19644188,19620509,19595127,19574714,19563116,19565914,19568657,19567280,19562432,..
"Population, female",SP.POP.TOTL.FE.IN,Portugal,PRT,5517359,5507126,5488215,5468262,5452971,5440467,5429333,5420804,5421171,5430030,..
"Population, female",SP.POP.TOTL.FE.IN,Post-demographic dividend,PST,549532222,551749265,554073630,556486254,558855385,561211140,563166974,564966413,566340980,567446967,..
"Population, female",SP.POP.TOTL.FE.IN,Pre-demographic dividend,PRE,377158966,388197350,399553088,411157416,422959790,434944629,447123979,459507689,472115384,484961683,..
"Population, female",SP.POP.TOTL.FE.IN,Puerto Rico,PRI,1912488,1890356,1870160,1841666,1811763,1779794,1740556,1674917,1678215,1680643,..
"Population, female",SP.POP.TOTL.FE.IN,Qatar,QAT,474133,512271,549808,584693,615499,641459,662996,681381,698550,715925,..
"Population, female",SP.POP.TOTL.FE.IN,Romania,ROU,10363382,10311889,10266229,10221124,10169092,10110158,10053860,9998665,9949913,9908658,..
"Population, female",SP.POP.TOTL.FE.IN,Russian Federation,RUS,76684367,76832143,77008973,77184758,77337012,77468057,77546480,77529365,77482723,77312158,..
"Population, female",SP.POP.TOTL.FE.IN,Rwanda,RWA,5246075,5374743,5506169,5642837,5786418,5937449,6094897,6256912,6420852,6584778,..
"Population, female",SP.POP.TOTL.FE.IN,Samoa,WSM,90703,91465,92210,92891,93473,93934,94297,94644,95089,95707,..
"Population, female",SP.POP.TOTL.FE.IN,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,Sao Tome and Principe,STP,92212,94123,95965,97807,99667,101555,103476,105439,107437,109486,..
"Population, female",SP.POP.TOTL.FE.IN,Saudi Arabia,SAU,12335152,12693016,13050172,13383388,13676743,13922113,14126063,14305421,14484997,14682559,..
"Population, female",SP.POP.TOTL.FE.IN,Senegal,SEN,6691454,6883286,7080691,7282813,7488962,7698901,7912575,8129674,8349929,8573145,..
"Population, female",SP.POP.TOTL.FE.IN,Serbia,SRB,3688222,3670074,3652210,3635214,3617485,3598916,3580264,3561304,3542820,3524507,..
"Population, female",SP.POP.TOTL.FE.IN,Seychelles,SYC,42231,42650,43509,44277,45346,46004,46603,47079,47518,47960,..
"Population, female",SP.POP.TOTL.FE.IN,Sierra Leone,SLE,3296278,3370393,3445504,3521439,3598060,3675669,3754502,3834352,3914857,3995746,..
"Population, female",SP.POP.TOTL.FE.IN,Singapore,SGP,2473739,2531841,2572741,2606984,2638421,2672718,2674905,2687287,2718092,2709673,..
"Population, female",SP.POP.TOTL.FE.IN,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,Slovak Republic,SVK,2779191,2783095,2785158,2786818,2788327,2790667,2793675,2796281,2799029,2800745,..
"Population, female",SP.POP.TOTL.FE.IN,Slovenia,SVN,1034190,1035591,1036687,1037549,1038090,1038477,1038723,1042032,1048857,1054342,..
"Population, female",SP.POP.TOTL.FE.IN,Small states,SST,17200326,17473439,17751653,18034477,18322303,18611043,18904451,19202233,19500693,19797783,..
"Population, female",SP.POP.TOTL.FE.IN,Solomon Islands,SLB,266474,273617,281064,288724,296556,304526,312654,320909,329239,337616,..
"Population, female",SP.POP.TOTL.FE.IN,Somalia,SOM,6196100,6367763,6543908,6725759,6914348,7110142,7313307,7524126,7742710,7969132,..
"Population, female",SP.POP.TOTL.FE.IN,South Africa,ZAF,26341727,26757264,27186808,27620134,28049365,28471936,28888314,29297427,29698965,30092678,..
"Population, female",SP.POP.TOTL.FE.IN,South Asia,SAS,801799450,812841807,823808646,834687441,845488839,856242004,866921159,877506768,887944625,898262751,..
"Population, female",SP.POP.TOTL.FE.IN,South Asia (IDA & IBRD),TSA,801799450,812841807,823808646,834687441,845488839,856242004,866921159,877506768,887944625,898262751,..
"Population, female",SP.POP.TOTL.FE.IN,South Sudan,SSD,4915971,5056517,5176380,5275534,5355171,5412867,5451281,5483166,5525584,5590715,..
"Population, female",SP.POP.TOTL.FE.IN,Spain,ESP,23661705,23710580,23671467,23635055,23640092,23669889,23723820,23818485,23977965,24079931,..
"Population, female",SP.POP.TOTL.FE.IN,Sri Lanka,LKA,10488913,10524777,10628054,10746588,10862466,10997188,11133868,11261209,11339582,11409149,..
"Population, female",SP.POP.TOTL.FE.IN,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,St. Lucia,LCA,89119,89669,90095,90501,90920,91373,91838,92310,92774,93207,..
"Population, female",SP.POP.TOTL.FE.IN,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,St. Vincent and the Grenadines,VCT,53138,53176,53265,53399,53554,53758,53985,54233,54496,54729,..
"Population, female",SP.POP.TOTL.FE.IN,Sub-Saharan Africa,SSF,448322832,460598685,473178804,486054416,499217782,512665156,526391281,540380177,554613045,569076163,..
"Population, female",SP.POP.TOTL.FE.IN,Sub-Saharan Africa (excluding high income),SSA,448280601,460556035,473135295,486010139,499172436,512619152,526344678,540333098,554565527,569028203,..
"Population, female",SP.POP.TOTL.FE.IN,Sub-Saharan Africa (IDA & IBRD countries),TSS,448322832,460598685,473178804,486054416,499217782,512665156,526391281,540380177,554613045,569076163,..
"Population, female",SP.POP.TOTL.FE.IN,Sudan,SDN,17719718,18140461,18574540,19020771,19478321,19947203,20427932,20920586,21425281,21941974,..
"Population, female",SP.POP.TOTL.FE.IN,Suriname,SUR,265677,268755,271823,274853,277821,280733,283583,286364,289108,291812,..
"Population, female",SP.POP.TOTL.FE.IN,Sweden,SWE,4738799,4770395,4807653,4852495,4901217,4960573,5025514,5082090,5131863,5167175,..
"Population, female",SP.POP.TOTL.FE.IN,Switzerland,CHE,4011709,4050081,4092758,4139234,4183323,4226492,4263869,4293531,4322594,4352040,..
"Population, female",SP.POP.TOTL.FE.IN,Syrian Arab Republic,SYR,10449087,10134980,9709439,9280573,8931433,8675964,8503336,8441049,8515582,8740592,..
"Population, female",SP.POP.TOTL.FE.IN,Tajikistan,TJK,3812811,3900294,3992093,4088264,4188683,4293442,4401952,4512549,4623070,4731904,..
"Population, female",SP.POP.TOTL.FE.IN,Tanzania,TZA,22887321,23575682,24290238,25027953,25786500,26565525,27365425,28185448,29024840,29883105,..
"Population, female",SP.POP.TOTL.FE.IN,Thailand,THA,34451327,34636105,34816557,34990213,35155051,35310912,35457991,35595069,35720735,35833918,..
"Population, female",SP.POP.TOTL.FE.IN,Timor-Leste,TLS,550445,560232,570259,580675,591555,602951,614851,627121,639613,652200,..
"Population, female",SP.POP.TOTL.FE.IN,Togo,TGO,3322594,3411071,3501143,3592387,3684504,3777354,3871015,3965694,4061713,4159333,..
"Population, female",SP.POP.TOTL.FE.IN,Tonga,TON,51659,51287,50843,50505,50407,50589,51005,51586,52211,52793,..
"Population, female",SP.POP.TOTL.FE.IN,Trinidad and Tobago,TTO,674629,679168,683835,688380,692615,696476,699979,703139,705987,708544,..
"Population, female",SP.POP.TOTL.FE.IN,Tunisia,TUN,5392038,5452270,5513159,5575111,5638325,5702821,5768086,5833159,5896741,5957866,..
"Population, female",SP.POP.TOTL.FE.IN,Turkey,TUR,37330533,37942454,38584479,39235978,39879351,40514350,41138240,41728157,42255898,42702942,..
"Population, female",SP.POP.TOTL.FE.IN,Turkmenistan,TKM,2628449,2675610,2725077,2775337,2825213,2874284,2922583,2969961,3016406,3061877,..
"Population, female",SP.POP.TOTL.FE.IN,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..
"Population, female",SP.POP.TOTL.FE.IN,Uganda,UGA,17051388,17602608,18177539,18790443,19449739,20161759,20918416,21696127,22462421,23194411,..
"Population, female",SP.POP.TOTL.FE.IN,Ukraine,UKR,24609941,24541510,24472263,24340622,24264557,24174765,24074287,23956826,23825336,23685780,..
"Population, female",SP.POP.TOTL.FE.IN,United Arab Emirates,ARE,2298030,2428283,2544751,2648905,2742042,2823141,2891724,2950609,3003720,3054051,..
"Population, female",SP.POP.TOTL.FE.IN,United Kingdom,GBR,32161519,32364469,32560344,32780144,33021393,33254646,33464674,33652378,33827559,34004276,..
"Population, female",SP.POP.TOTL.FE.IN,United States,USA,157660006,158770009,159819809,160946434,162095782,163245938,164262696,165118706,165867325,166449500,..
"Population, female",SP.POP.TOTL.FE.IN,Upper middle income,UMC,1173581538,1183586179,1193734223,1203718270,1213300725,1222734583,1232258911,1240620971,1247984585,1254073420,..
"Population, female",SP.POP.TOTL.FE.IN,Uruguay,URY,1745315,1750324,1755455,1760783,1766341,1772136,1778065,1784026,1789842,1795391,..
"Population, female",SP.POP.TOTL.FE.IN,Uzbekistan,UZB,14743327,14957457,15188192,15441602,15708087,15978186,16243957,16523318,16831656,17154565,..
"Population, female",SP.POP.TOTL.FE.IN,Vanuatu,VUT,119503,122893,126409,129980,133555,137121,140686,144256,147844,151460,..
"Population, female",SP.POP.TOTL.FE.IN,"Venezuela, RB",VEN,14482251,14726158,14945203,15089558,15128613,15040542,14849444,14626489,14470601,14451011,..
"Population, female",SP.POP.TOTL.FE.IN,Vietnam,VNM,44648193,45092770,45550533,46014709,46479616,46944163,47407628,47865095,48310756,48740329,..
"Population, female",SP.POP.TOTL.FE.IN,Virgin Islands (U.S.),VIR,56537,56534,56491,56434,56384,56309,56224,56108,55972,55802,..
"Population, female",SP.POP.TOTL.FE.IN,West Bank and Gaza,PSE,1912960,1960670,2008167,2055699,2103363,2151335,2194861,2251538,2309133,2367491,..
"Population, female",SP.POP.TOTL.FE.IN,World,WLD,3471095394,3513490180,3556354839,3599285700,3641926223,3684519302,3726903700,3768124182,3808228843,3847095762,..
"Population, female",SP.POP.TOTL.FE.IN,"Yemen, Rep.",YEM,11806655,12136525,12470750,12806509,13141685,13475302,13807512,14138669,14469638,14800983,..
"Population, female",SP.POP.TOTL.FE.IN,Zambia,ZMB,7096729,7317296,7547003,7782731,8022199,8264686,8510848,8761437,9017820,9280950,..
"Population, female",SP.POP.TOTL.FE.IN,Zimbabwe,ZWE,6755208,6874616,7001157,7126795,7245864,7356132,7459545,7559693,7662120,7770917,..
"Population, total",SP.POP.TOTL,Afghanistan,AFG,30117411,31161378,32269592,33370804,34413603,35383028,36296111,37171922,38041757,38928341,..
"Population, total",SP.POP.TOTL,Africa Eastern and Southern,AFE,532760424,547482863,562601578,578075373,593871847,609978946,626392880,643090131,660046272,677243299,..
"Population, total",SP.POP.TOTL,Africa Western and Central,AFW,360285439,370243017,380437896,390882979,401586651,412551299,423769930,435229381,446911598,458803476,..
"Population, total",SP.POP.TOTL,Albania,ALB,2905195,2900401,2895092,2889104,2880703,2876101,2873457,2866376,2854191,2837743,..
"Population, total",SP.POP.TOTL,Algeria,DZA,36661438,37383899,38140135,38923688,39728020,40551398,41389174,42228415,43053054,43851043,..
"Population, total",SP.POP.TOTL,American Samoa,ASM,55755,55669,55717,55791,55806,55739,55617,55461,55312,55197,..
"Population, total",SP.POP.TOTL,Andorra,AND,83748,82427,80770,79213,77993,77295,76997,77008,77146,77265,..
"Population, total",SP.POP.TOTL,Angola,AGO,24220660,25107925,26015786,26941773,27884380,28842482,29816769,30809787,31825299,32866268,..
"Population, total",SP.POP.TOTL,Antigua and Barbuda,ATG,89250,90407,91510,92562,93571,94520,95425,96282,97115,97928,..
"Population, total",SP.POP.TOTL,Arab World,ARB,363156846,371437642,379696477,387899835,396028301,404042892,411942825,419851989,427870273,436080728,..
"Population, total",SP.POP.TOTL,Argentina,ARG,41261490,41733271,42202935,42669500,43131966,43590368,44044811,44494502,44938712,45376763,..
"Population, total",SP.POP.TOTL,Armenia,ARM,2876536,2884239,2897593,2912403,2925559,2936147,2944789,2951741,2957728,2963234,..
"Population, total",SP.POP.TOTL,Aruba,ABW,102050,102565,103165,103776,104339,104865,105361,105846,106310,106766,..
"Population, total",SP.POP.TOTL,Australia,AUS,22340024,22733465,23128129,23475686,23815995,24190907,24601860,24982688,25365745,25687041,..
"Population, total",SP.POP.TOTL,Austria,AUT,8391643,8429991,8479823,8546356,8642699,8736668,8797566,8840521,8879920,8917205,..
"Population, total",SP.POP.TOTL,Azerbaijan,AZE,9173082,9295784,9416801,9535079,9649341,9757812,9854033,9939771,10024283,10093121,..
"Population, total",SP.POP.TOTL,"Bahamas, The",BHS,359583,363581,367162,370625,374200,377923,381749,385635,389486,393248,..
"Population, total",SP.POP.TOTL,Bahrain,BHR,1278153,1299942,1315029,1336073,1371853,1425793,1494077,1569440,1641164,1701583,..
"Population, total",SP.POP.TOTL,Bangladesh,BGD,149273134,151005733,152761413,154517385,156256287,157977151,159685421,161376713,163046173,164689383,..
